date,startup,vertical,subvertical,location,investor,investment_type,amount,month,year
23-02-2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,Rocket Internet,Private Equity,89.672,2,2016
23-02-2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,Holtzbrink Ventures,Private Equity,89.672,2,2016
23-02-2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,New Enterprise Associates,Private Equity,89.672,2,2016
23-02-2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,e.ventures,Private Equity,89.672,2,2016
23-02-2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,RuNet,Private Equity,89.672,2,2016
23-02-2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,Deutsche Telekom Strategic Investments,Private Equity,89.672,2,2016
23-02-2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,Silicon Valley Bank,Private Equity,89.672,2,2016
23-02-2016,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,StartupXseed Ventures,Seed Funding,0,2,2016
23-02-2016,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,The Phoenix Fund,Seed Funding,0,2,2016
23-02-2016,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,Others,Seed Funding,0,2,2016
24-02-2016,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Yajnanarayana Kammaje,Seed Funding,1.304,2,2016
24-02-2016,LoanZen,Consumer Internet,Peer to peer Lending marketplace,Bangalore,Tracxn Syndicate,Seed Funding,0,2,2016
24-02-2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,Beenext Ventures,Private Equity,81.52,2,2016
24-02-2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,Digital Garage Inc,Private Equity,81.52,2,2016
24-02-2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,Beenos,Private Equity,81.52,2,2016
24-02-2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,Qualgro,Private Equity,81.52,2,2016
24-02-2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,Mamoru Taniya,Private Equity,81.52,2,2016
24-02-2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,SAIF Partners,Private Equity,81.52,2,2016
24-02-2016,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,Varun Aggarwal,Seed Funding,3.261,2,2016
24-02-2016,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,Suresh Venkat,Seed Funding,3.261,2,2016
24-02-2016,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,Raj Y,Seed Funding,3.261,2,2016
24-02-2016,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed Funding,1.223,2,2016
24-02-2016,FeetApart,Consumer Internet,Employee engagements & Rewards platform,Bangalore,Vishal Bali,Seed Funding,0,2,2016
24-02-2016,FeetApart,Consumer Internet,Employee engagements & Rewards platform,Bangalore,Others,Seed Funding,0,2,2016
25-02-2016,OfBusiness,eCommerce,B2B commerce Marketplace,Gurgaon,Matrix Partners,Private Equity,40.76,2,2016
25-02-2016,CarveNiche,Consumer Internet,Personalized Learning Solutions & products,Bangalore,Calcutta Angels Network (CAN),Seed Funding,0,2,2016
25-02-2016,CarveNiche,Consumer Internet,Personalized Learning Solutions & products,Bangalore,Lead Angels,Seed Funding,0,2,2016
25-02-2016,CarveNiche,Consumer Internet,Personalized Learning Solutions & products,Bangalore,Others,Seed Funding,0,2,2016
25-02-2016,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,Accel Partners,Private Equity,47.282,2,2016
25-02-2016,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,Ashish Hemrajani,Private Equity,47.282,2,2016
25-02-2016,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,Parikshit Dar,Private Equity,47.282,2,2016
25-02-2016,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,Rajesh Balp,Private Equity,47.282,2,2016
25-02-2016,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,e,Private Equity,47.282,2,2016
25-02-2016,Funcart,eCommerce,Party Supplies Etailer,New Delhi,Undisclosed HNIs,Seed Funding,0.571,2,2016
26-02-2016,Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Funding,1.182,2,2016
26-02-2016,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,Insitor Impact Asia Fund,Private Equity,20.38,2,2016
26-02-2016,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,Acumen Fund,Private Equity,20.38,2,2016
29-02-2016,NestAway,Consumer Internet,Online Home Rental Marketplace,Bangalore,Ratan Tata,Private Equity,0,2,2016
29-02-2016,Hopscotch,eCommerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,105.976,2,2016
29-02-2016,PinClick,Consumer Internet,Online real estate listings,Bangalore,Undisclosed Investors,Private Equity,0,2,2016
01-01-2016,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,New Delhi,Rajan An,Seed Funding,0,1,2016
01-01-2016,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,New Delhi,An,Seed Funding,0,1,2016
01-01-2016,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,New Delhi,Pramod Bhasin,Seed Funding,0,1,2016
01-01-2016,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,New Delhi,Siddharth Pai,Seed Funding,0,1,2016
01-01-2016,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,New Delhi,TV Moh,Seed Funding,0,1,2016
01-01-2016,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,New Delhi,as Pai,Seed Funding,0,1,2016
01-01-2016,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,New Delhi,Manvinder Singh Banga,Seed Funding,0,1,2016
01-01-2016,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,0,1,2016
01-04-2016,DogSpot,eCommerce,Online Pet Store,Gurgaon,Ratan Tata,Seed Funding,0,4,2016
01-04-2016,Career360,Education,College Education Portal,New Delhi,MeritTrac,Private Equity,0,4,2016
01-04-2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Sequoia Capital,Private Equity,48.912,4,2016
01-04-2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Kunal Bahl,Private Equity,48.912,4,2016
01-04-2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Rohit Bansal,Private Equity,48.912,4,2016
01-04-2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Deepinder Goyal,Private Equity,48.912,4,2016
01-04-2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Ashish Dhawan,Private Equity,48.912,4,2016
01-04-2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Mayank Singhal,Private Equity,48.912,4,2016
01-05-2016,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation,Seed Funding,0,5,2016
01-05-2016,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Entrepreneurship (CIIE),Seed Funding,0,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Samir Bangara,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Anisha Mittal,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Amit Gupta,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Pallav Nadhani,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Lalit Mangal,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Arihant Patni of Patni Family Office,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Dr. Ritesh Malik,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Deobrat Singh,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Saurab Paruthi,Seed Funding,0.815,5,2016
01-05-2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Singapore Angel Network,Seed Funding,0.815,5,2016
01-05-2016,Instaproc,eCommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,0,5,2016
01-05-2016,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed Investors,Seed Funding,1.223,5,2016
01-05-2016,Alef Mobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,40.76,5,2016
01-06-2016,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,Seed Funding,0,6,2016
01-06-2016,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Dheeraj Jain,Seed Funding,0,6,2016
01-06-2016,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Jagdish Kumar,Seed Funding,0,6,2016
01-06-2016,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Bharat Gupta,Seed Funding,0,6,2016
01-06-2016,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Ankush Saigal,Seed Funding,0,6,2016
01-06-2016,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Praveen Saini,Seed Funding,0,6,2016
01-06-2016,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,Lalitesh Katragadda,Seed Funding,6.114,6,2016
01-06-2016,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,Ganayantrika Systems,Seed Funding,6.114,6,2016
01-06-2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Arjun H,Private Equity,8.152,6,2016
01-06-2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,a,Private Equity,8.152,6,2016
01-06-2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Amit Jindal,Private Equity,8.152,6,2016
01-06-2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Nagendra Chaudhary,Private Equity,8.152,6,2016
01-06-2016,PlanMyMedicalTrip,Healthcare,Medical Tourism platform,Pune,Bhanu Vikram Parsotam,Seed Funding,1.223,6,2016
01-06-2016,PlanMyMedicalTrip,Healthcare,Medical Tourism platform,Pune,Rohan Desai,Seed Funding,1.223,6,2016
01-06-2016,PlanMyMedicalTrip,Healthcare,Medical Tourism platform,Pune,Paras Patel,Seed Funding,1.223,6,2016
01-06-2016,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,SIDBI Venture Capital Ltd,Private Equity,24.456,6,2016
01-06-2016,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,YourNest Angel Fund,Private Equity,24.456,6,2016
01-06-2016,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,6.114,6,2016
01-07-2016,Pitstop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,Seed Funding,0,7,2016
01-07-2016,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Undisclosed Investors,Seed Funding,0,7,2016
01-07-2016,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding,1.304,7,2016
01-07-2016,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,0.815,7,2016
01-07-2016,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,Private Equity,1467.36,7,2016
01-08-2016,Melorra,eCommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,40.76,8,2016
01-08-2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,Krishna Jhujhunwala,Seed Funding,2.038,8,2016
01-08-2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,Dr. Apoorv Ranjan Sharma,Seed Funding,2.038,8,2016
01-08-2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,Anirudh Damani,Seed Funding,2.038,8,2016
01-08-2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,An,Seed Funding,2.038,8,2016
01-08-2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,Ladsariya,Seed Funding,2.038,8,2016
01-08-2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,Sanjay Mehta,Seed Funding,2.038,8,2016
01-08-2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,Others,Seed Funding,2.038,8,2016
01-08-2016,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,0.367,8,2016
01-08-2016,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Ch,Seed Funding,0,8,2016
01-08-2016,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,ra Mohan,Seed Funding,0,8,2016
01-09-2016,Lumiere,eCommerce,Organic Food eTailer,Bangalore,Undisclosed Investors,Private Equity,0,9,2016
01-11-2016,Koovs,eCommerce,Online Fashion Apparel Retailer,Gurgaon,Nahata Family,Private Equity,44.021,11,2016
01-11-2016,Koovs,eCommerce,Online Fashion Apparel Retailer,Gurgaon,Waheed Alli,Private Equity,44.021,11,2016
01-11-2016,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,500 Startups,Seed Funding,0,11,2016
01-11-2016,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,Mato Peric,Seed Funding,0,11,2016
01-11-2016,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,Tracxn Labs,Seed Funding,0,11,2016
01-11-2016,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,Zodius Capital,Private Equity,134.508,11,2016
01-11-2016,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,Lightspeed Venture Partners,Private Equity,134.508,11,2016
01-11-2016,SavvyMob,eCommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,TV Moh,Seed Funding,8.152,11,2016
01-11-2016,SavvyMob,eCommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,as Pai,Seed Funding,8.152,11,2016
01-11-2016,SavvyMob,eCommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,LetsVenture Angel Fund,Seed Funding,8.152,11,2016
01-11-2016,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,0,11,2016
01-12-2016,Shopclues,eCommerce,eCommerce Marketplace,Gurgaon,GIC,Private Equity,815.2,12,2016
01-12-2016,Shopclues,eCommerce,eCommerce Marketplace,Gurgaon,Tiger Global Management,Private Equity,815.2,12,2016
01-12-2016,Shopclues,eCommerce,eCommerce Marketplace,Gurgaon,Nexus Venture Partners,Private Equity,815.2,12,2016
01-12-2016,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,Matt Mullenweg,Private Equity,0,12,2016
01-12-2016,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,Adam DAngelo,Private Equity,0,12,2016
01-12-2016,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,Aditya Agarwal,Private Equity,0,12,2016
01-12-2016,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,Ruchi Sanghvi,Private Equity,0,12,2016
01-12-2016,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,Others,Private Equity,0,12,2016
01-12-2016,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,Vallabh Bhanshali,Private Equity,18.75,12,2016
01-12-2016,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,N Squared Management LLC,Private Equity,18.75,12,2016
01-12-2016,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,Jagdish,Private Equity,18.75,12,2016
01-12-2016,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,S,Private Equity,18.75,12,2016
01-12-2016,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,eep Mehta Family Office,Private Equity,18.75,12,2016
01-12-2016,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,Equity Crest,Seed Funding,2.038,12,2016
01-12-2016,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,Vinners,Seed Funding,2.038,12,2016
01-12-2016,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,Sparknext,Seed Funding,2.038,12,2016
13-01-2016,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,1182.04,1,2016
13-01-2016,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,March Capital,Private Equity,1182.04,1,2016
13-01-2016,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,Wargburg Pincus,Private Equity,1182.04,1,2016
13-01-2016,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok,Seed Funding,0.815,1,2016
13-01-2016,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Other unnamed investors,Seed Funding,0.815,1,2016
13-01-2016,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn Ventures,Seed Funding,1.956,1,2016
13-01-2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,50K Ventures,Seed Funding,0,1,2016
13-01-2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Munish Jauhar,Seed Funding,0,1,2016
13-01-2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Pulkit Jain,Seed Funding,0,1,2016
13-01-2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Rohit Narang,Seed Funding,0,1,2016
13-01-2016,Care24,Healthcare,Professional Health Services Platform,Mumbai,SAIF Partners,Private Equity,32.608,1,2016
13-01-2016,Care24,Healthcare,Professional Health Services Platform,Mumbai,India Quotient,Private Equity,32.608,1,2016
13-01-2016,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,0,1,2016
14-01-2016,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,Seed Funding,0,1,2016
14-01-2016,Buildkar,eCommerce,Construction Material Marketplace,Bangalore,Mustafa Wajid,Seed Funding,0,1,2016
14-01-2016,Buildkar,eCommerce,Construction Material Marketplace,Bangalore,Umang Kumar,Seed Funding,0,1,2016
14-01-2016,Buildkar,eCommerce,Construction Material Marketplace,Bangalore,Others,Seed Funding,0,1,2016
14-01-2016,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Indian Angel Network,Seed Funding,4.239,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Flipkart,Seed Funding,0,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Saavn,Seed Funding,0,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Micromax Informatics,Seed Funding,0,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Dhiraj Rajaram,Seed Funding,0,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Ambiga Dhiraj,Seed Funding,0,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Dinesh Agarwal,Seed Funding,0,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Samir Bangara,Seed Funding,0,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Sanjay Nath,Seed Funding,0,1,2016
14-01-2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Arihant Patni of Patni Family Office,Seed Funding,0,1,2016
15-01-2016,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors,Private Equity,0,1,2016
15-01-2016,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Indian HNIs,Private Equity,0,1,2016
15-01-2016,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,Varun Khurana,Seed Funding,1.63,1,2016
15-01-2016,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,Samar Singla,Seed Funding,1.63,1,2016
15-01-2016,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,Vinay Bansal,Seed Funding,1.63,1,2016
15-01-2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,Hyderabad Angels,Seed Funding,0,1,2016
15-01-2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,Lalit Mangal,Seed Funding,0,1,2016
15-01-2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,Vikas Malpani,Seed Funding,0,1,2016
15-01-2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,Gaurav Bhalotia,Seed Funding,0,1,2016
15-01-2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,LV Prasad,Seed Funding,0,1,2016
15-01-2016,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,0,1,2016
15-01-2016,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed Funding,0,1,2016
16-01-2016,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Funding,0,1,2016
18-01-2016,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Funding,0,1,2016
18-01-2016,Kartrocket,Consumer Internet,SAAS DIY ECommerce Platform,New Delhi,Bertelsmann India Investments,Private Equity,48.912,1,2016
18-01-2016,Kartrocket,Consumer Internet,SAAS DIY ECommerce Platform,New Delhi,Nirvana Digital Investment Holding,Private Equity,48.912,1,2016
18-01-2016,Kartrocket,Consumer Internet,SAAS DIY ECommerce Platform,New Delhi,500 Startups,Private Equity,48.912,1,2016
19-01-2016,Swiggy,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,Harmony Partners,Private Equity,285.32,1,2016
19-01-2016,Swiggy,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,RB Investments,Private Equity,285.32,1,2016
19-01-2016,Swiggy,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,Existing investors,Private Equity,285.32,1,2016
19-01-2016,TinyStep,Consumer Internet,Parenting Social Network,Bangalore,Flipkart,Seed Funding,0,1,2016
19-01-2016,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Ratan Tata,Private Equity,0,1,2016
19-01-2016,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,An,Seed Funding,0,1,2016
19-01-2016,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,Ch,Seed Funding,0,1,2016
19-01-2016,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,rasekaran,Seed Funding,0,1,2016
19-01-2016,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,Others,Seed Funding,0,1,2016
19-01-2016,DailyObjects,eCommerce,Mobile Accessories etailer,New Delhi,Unilazer Ventures,Private Equity,11.413,1,2016
19-01-2016,DailyObjects,eCommerce,Mobile Accessories etailer,New Delhi,Phanindra Sama,Private Equity,11.413,1,2016
19-01-2016,DailyObjects,eCommerce,Mobile Accessories etailer,New Delhi,Peyush Bansal,Private Equity,11.413,1,2016
19-01-2016,Indus OS,Technology,Local language Mobile OS,Mumbai,Omidiyar Network,Private Equity,40.76,1,2016
19-01-2016,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,Seed Funding,3.628,1,2016
19-01-2016,Villgro,Finance,Social Business Incubator & Fund,Chennai,Lemelson Foundation,Private Equity,28.532,1,2016
19-01-2016,Villgro,Finance,Social Business Incubator & Fund,Chennai,Michael,Private Equity,28.532,1,2016
19-01-2016,Villgro,Finance,Social Business Incubator & Fund,Chennai,Susan Dell Foundation,Private Equity,28.532,1,2016
20-01-2016,RedDoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,Private Equity,0,1,2016
20-01-2016,IndustryBuying,eCommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital Advisors LLP,Private Equity,14.674,1,2016
20-01-2016,Just Buy Live,eCommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,163.04,1,2016
20-01-2016,IMbesharam,eCommerce,Adult Products Etailers,New Delhi,Undisclosed US Based Investors,Private Equity,32.608,1,2016
20-01-2016,IMbesharam,eCommerce,Adult Products Etailers,US,Undisclosed US Based Investors,Private Equity,32.608,1,2016
20-01-2016,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,0.326,1,2016
20-01-2016,Moodoo,Consumer Internet,Social Meeting organizer App,UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,0.326,1,2016
20-01-2016,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,Farooq Adam,Seed Funding,0,1,2016
20-01-2016,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,Ambi Parameswaran,Seed Funding,0,1,2016
21-01-2016,FirstCry,eCommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,0,1,2016
21-01-2016,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Rob Ch,Seed Funding,4.076,1,2016
21-01-2016,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,ra,Seed Funding,4.076,1,2016
21-01-2016,EasyPolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,17.934,1,2016
21-01-2016,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Group,Private Equity,122.28,1,2016
21-01-2016,CREO,Technology,Smartphone OS Developer,Bangalore,Sequoia Capital,Private Equity,24.456,1,2016
21-01-2016,CREO,Technology,Smartphone OS Developer,Bangalore,Beenext Ventures,Private Equity,24.456,1,2016
21-01-2016,CREO,Technology,Smartphone OS Developer,Bangalore,India Quotient,Private Equity,24.456,1,2016
21-01-2016,CREO,Technology,Smartphone OS Developer,Bangalore,An,Private Equity,24.456,1,2016
21-01-2016,CREO,Technology,Smartphone OS Developer,Bangalore,Ch,Private Equity,24.456,1,2016
21-01-2016,CREO,Technology,Smartphone OS Developer,Bangalore,rasekaran,Private Equity,24.456,1,2016
22-01-2016,ShabdNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels,Seed Funding,1.63,1,2016
22-01-2016,ShabdNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Others,Seed Funding,1.63,1,2016
22-01-2016,Little,Consumer Internet,Deal Discovery App,Bangalore,GIC,Private Equity,0,1,2016
22-01-2016,SnapBizz,eCommerce,Mobile based Retail Market Ecosystem,Bangalore,Jungle Ventures,Private Equity,58.694,1,2016
22-01-2016,SnapBizz,eCommerce,Mobile based Retail Market Ecosystem,Bangalore,Taurus Value Creation,Private Equity,58.694,1,2016
22-01-2016,SnapBizz,eCommerce,Mobile based Retail Market Ecosystem,Bangalore,Konly Venture,Private Equity,58.694,1,2016
22-01-2016,SnapBizz,eCommerce,Mobile based Retail Market Ecosystem,Bangalore,Blume Ventures,Private Equity,58.694,1,2016
